ExperimentName	HCPID	RunNumber	MathLevel	StoryLevel	Subject	Session	RandomSeed	Group	Display.RefreshRate	TrigCodStroryMathNumLevel	TrigCodStoryCue	TrigCodMathCue	TrigCodStoryBase	TrigCodStoryTrigStart	TrigCodStoryTrig	TrigCodStoryEndWait	TrigCodStoryThat	TrigCodStoryOptUnCor	TrigCodStoryOptCor	TrigCodStoryOR	TrigCodStoryResp	TrigCodMathBase	TrigCodMathQuestBlock	TrigCodMathQuestTrig	TrigCodMathEqualBlockUnCor	TrigCodMathEqualBlockCor	TrigCodMathEqualTrig	TrigCodMathResp	Allowed	FontStyle	Sound.LoadAffinity	LeftResponseCode	RightResponseCode	ReadyWarning	ResponseTime	StimuliDir	MathStimuliDir	StoryStimuliDir	SyncPulseCode	Ready.OnsetDelay	Ready.OnsetTime	Ready.DurationError	Ready.PreRelease	Ready.StartTime	Ready.OffsetTime	Ready.FinishTime	Ready.OffsetDelay	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.PreRelease	IntroButtonMap.Duration	IntroButtonMap.StartTime	IntroButtonMap.OffsetTime	IntroButtonMap.FinishTime	IntroButtonMap.OffsetDelay	IntroButtonMap.RESP	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.PreRelease	GetReady.Duration	GetReady.StartTime	GetReady.OffsetTime	GetReady.FinishTime	GetReady.OffsetDelay	GetReady.RESP	ProtocolName[Session]	ProtocolVersion[Session]	PrevTaskName[Session]	PrevNumber[Session]	PrevStim[Session]	PrevCorrect[Session]	PrevResponse[Session]	PrevAcc[Session]	MathAcc[Session]	StoryAcc[Session]	CurrentMathLevel[Session]	CurrentStoryLevel[Session]	TotalStoryTrials[Session]	TotalStoryHits[Session]	MathHitCounter[Session]	StoryHitCounter[Session]	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	TaskList	Procedure[Block]	ExpBlock	SubBlock	BlockLength	TaskName	StoryNumber	Attribute1	ChangingBlockTypeTo	TaskList.Cycle	TaskList.Sample	Running[Block]	ProtocolName[Block]	ProtocolVersion[Block]	PrevTaskName[Block]	PrevNumber[Block]	PrevStim[Block]	PrevCorrect[Block]	PrevResponse[Block]	PrevAcc[Block]	MathAcc[Block]	StoryAcc[Block]	CurrentMathLevel[Block]	CurrentStoryLevel[Block]	TotalStoryTrials[Block]	TotalStoryHits[Block]	MathHitCounter[Block]	StoryHitCounter[Block]	Wait500.OnsetDelay[Block]	Wait500.OnsetTime[Block]	Wait500.DurationError[Block]	Wait500.PreRelease[Block]	Wait500.Duration[Block]	Wait500.StartTime[Block]	Wait500.OffsetTime[Block]	Wait500.FinishTime[Block]	Wait500.OffsetDelay[Block]	PresentBlockChange.OnsetDelay	PresentBlockChange.OnsetTime	PresentBlockChange.DurationError	PresentBlockChange.PreRelease	PresentBlockChange.Duration	PresentBlockChange.StartTime	PresentBlockChange.OffsetTime	PresentBlockChange.FinishTime	PresentBlockChange.OffsetDelay	FinalLoop	FinalLoop.Cycle	FinalLoop.Sample	Block	Procedure[Trial]	StoryLoop	Running[Trial]	StoryLoop.Cycle	StoryLoop.Sample	ProtocolName[Trial]	ProtocolVersion[Trial]	PrevTaskName[Trial]	PrevNumber[Trial]	PrevStim[Trial]	PrevCorrect[Trial]	PrevResponse[Trial]	PrevAcc[Trial]	MathAcc[Trial]	StoryAcc[Trial]	CurrentMathLevel[Trial]	CurrentStoryLevel[Trial]	TotalStoryTrials[Trial]	TotalStoryHits[Trial]	MathHitCounter[Trial]	StoryHitCounter[Trial]	CorrectResponse	Option1	Option2	StoryFile	StoryOption1	StoryOption2	PresentStoryFile.OnsetDelay	PresentStoryFile.OnsetTime	PresentStoryFile.DurationError	PresentStoryFile.PreRelease	PresentStoryFile.Duration	PresentStoryFile.StartTime	PresentStoryFile.OffsetTime	PresentStoryFile.FinishTime	PresentStoryFile.OffsetDelay	Wait500.OnsetDelay[Trial]	Wait500.OnsetTime[Trial]	Wait500.DurationError[Trial]	Wait500.PreRelease[Trial]	Wait500.Duration[Trial]	Wait500.StartTime[Trial]	Wait500.OffsetTime[Trial]	Wait500.FinishTime[Trial]	Wait500.OffsetDelay[Trial]	ThatWasAbout.OnsetDelay	ThatWasAbout.OnsetTime	ThatWasAbout.DurationError	ThatWasAbout.PreRelease	ThatWasAbout.Duration	ThatWasAbout.StartTime	ThatWasAbout.OffsetTime	ThatWasAbout.FinishTime	ThatWasAbout.OffsetDelay	PresentStoryOption1.OnsetDelay	PresentStoryOption1.OnsetTime	PresentStoryOption1.DurationError	PresentStoryOption1.PreRelease	PresentStoryOption1.Duration	PresentStoryOption1.StartTime	PresentStoryOption1.OffsetTime	PresentStoryOption1.FinishTime	PresentStoryOption1.OffsetDelay	PresentStoryOption1.RTTime	PresentStoryOption1.ACC	PresentStoryOption1.RT	PresentStoryOption1.RESP	PresentStoryOption1.CRESP	OrAudio.OnsetDelay	OrAudio.OnsetTime	OrAudio.DurationError	OrAudio.PreRelease	OrAudio.Duration	OrAudio.StartTime	OrAudio.OffsetTime	OrAudio.FinishTime	OrAudio.OffsetDelay	OrAudio.RTTime	OrAudio.ACC	OrAudio.RT	OrAudio.RESP	OrAudio.CRESP	PresentStoryOption2.OnsetDelay	PresentStoryOption2.OnsetTime	PresentStoryOption2.DurationError	PresentStoryOption2.PreRelease	PresentStoryOption2.Duration	PresentStoryOption2.StartTime	PresentStoryOption2.OffsetTime	PresentStoryOption2.FinishTime	PresentStoryOption2.OffsetDelay	PresentStoryOption2.RTTime	PresentStoryOption2.ACC	PresentStoryOption2.RT	PresentStoryOption2.RESP	PresentStoryOption2.CRESP	ResponsePeriod.OnsetDelay	ResponsePeriod.OnsetTime	ResponsePeriod.DurationError	ResponsePeriod.PreRelease	ResponsePeriod.StartTime	ResponsePeriod.OffsetTime	ResponsePeriod.FinishTime	ResponsePeriod.OffsetDelay	ResponsePeriod.RTTime	ResponsePeriod.ACC	ResponsePeriod.RT	ResponsePeriod.RESP	ResponsePeriod.CRESP	ResponsePeriod.Tag	FilteredTrialStats.RESP	FilteredTrialStats.CRESP	FilteredTrialStats.ACC	FilteredTrialStats.RTTIME	FilteredTrialStats.RTFromFirstOption	MathLoop	MathLoop.Cycle	MathLoop.Sample	MathFile	MathOptionsFile	PresentMathFile.OnsetDelay	PresentMathFile.OnsetTime	PresentMathFile.DurationError	PresentMathFile.PreRelease	PresentMathFile.Duration	PresentMathFile.StartTime	PresentMathFile.OffsetTime	PresentMathFile.FinishTime	PresentMathFile.TimingMode	PresentMathFile.OffsetDelay	PresentMathOptions.OnsetDelay	PresentMathOptions.OnsetTime	PresentMathOptions.DurationError	PresentMathOptions.PreRelease	PresentMathOptions.Duration	PresentMathOptions.StartTime	PresentMathOptions.OffsetTime	PresentMathOptions.FinishTime	PresentMathOptions.TimingMode	PresentMathOptions.OffsetDelay	PresentMathOptions.RTTime	PresentMathOptions.ACC	PresentMathOptions.RT	PresentMathOptions.RESP	PresentMathOptions.CRESP	List1	List1.Cycle	List1.Sample	Trial
MEG_StoryMath_Feb2012	CP100307	2	12	3	9999	9999	-7600810	1	60.005	128	96	112	32	24	26	16	14	12	10	8	2	64	16	8	8	0	4	2	{ANY}	Verdana	1	7	8	""	3000	STORY Stimuli\	STORY Stimuli\Math\	STORY Stimuli\Story\	7	3	15285	-999999	0	15282	16379	16380	-999999	23	16402	-999999	100	-1	16382	16803	16803	-999999	{SPACE}	16	16819	-999999	0	-1	16804	18330	18331	-999999	7	STORY	HCPv2.1	Math	?	""	left	right	0	""	71	11	2	7	5	2	2	16	408848	-999999	408841	22	StoryProc	2	1	14	Story	36	1	?	2	1	TaskList																																						1	StoryTrialPROC	1	StoryLoop	1	1	STORY	HCPv2.1	""	""	""	""	""	0	""	""	12	3	0	0	1	0	right	fear	compromise	STORY Stimuli\Story\Story36.wav	STORY Stimuli\Story\fear.wav	STORY Stimuli\Story\compromise.wav	322	18652	100	100	0	18636	18652	18654	422	23505	41835	-400	100	500	41835	41835	41835	23105	23021	41851	101	100	0	41835	41852	41854	23122	24454	43284	-1488	0	1500	43273	43296	43296	22966	0	1	0	""	""	23921	44251	-573	0	585	44242	44263	44263	23348	0	1	0	""	""	24086	45001	-1488	0	1500	44985	45013	45013	22598	0	1	0	""	""	16	46117	-16	0	46107	49101	49101	0	47944	0	1827	8	""	""	8	8	1	47944	4660																																		1
MEG_StoryMath_Feb2012	CP100307	2	12	3	9999	9999	-7600810	1	60.005	128	96	112	32	24	26	16	14	12	10	8	2	64	16	8	8	0	4	2	{ANY}	Verdana	1	7	8	""	3000	STORY Stimuli\	STORY Stimuli\Math\	STORY Stimuli\Story\	7	3	15285	-999999	0	15282	16379	16380	-999999	23	16402	-999999	100	-1	16382	16803	16803	-999999	{SPACE}	16	16819	-999999	0	-1	16804	18330	18331	-999999	7	STORY	HCPv2.1	Math	?	""	left	right	0	""	71	11	2	7	5	2	2	16	408848	-999999	408841	23	StoryProc	2	2	14	Story	20	3	?	2	2	TaskList																																						2	StoryTrialPROC	1	StoryLoop	2	2	STORY	HCPv2.1	Story	36	""	right	right	1	""	100	12	3	1	1	1	1	left	endurance	generosity	STORY Stimuli\Story\Story20.wav	STORY Stimuli\Story\endurance.wav	STORY Stimuli\Story\generosity.wav	316	49417	101	100	0	49407	49418	49420	417	19915	69016	-400	100	500	69003	69016	69016	19515	19432	69033	101	100	0	69016	69034	69036	19533	20865	70466	-1488	0	1500	70451	70478	70478	19377	0	1	0	""	""	20582	71683	-573	0	585	71677	71695	71695	20009	0	1	0	""	""	20797	72483	-1488	0	1500	72467	72495	72495	19309	0	1	0	""	""	17	73583	-17	0	73572	76566	76566	0	74862	0	1279	7	""	""	7	7	1	74862	4396																																		1
MEG_StoryMath_Feb2012	CP100307	2	12	3	9999	9999	-7600810	1	60.005	128	96	112	32	24	26	16	14	12	10	8	2	64	16	8	8	0	4	2	{ANY}	Verdana	1	7	8	""	3000	STORY Stimuli\	STORY Stimuli\Math\	STORY Stimuli\Story\	7	3	15285	-999999	0	15282	16379	16380	-999999	23	16402	-999999	100	-1	16382	16803	16803	-999999	{SPACE}	16	16819	-999999	0	-1	16804	18330	18331	-999999	7	STORY	HCPv2.1	Math	?	""	left	right	0	""	71	11	2	7	5	2	2	16	408848	-999999	408841	24	PresentChangePROC	2	?	?	?	?	?	STORY Stimuli\Math.wav	2	3	TaskList	STORY	HCPv2.1	Story	20	""	left	left	1	""	100	12	3	2	2	1	2	850	77416	-400	100	500	77404	77416	77416	450	16	76582	1	0	0	76574	76583	76585	17				3																																																																																																																																																					
MEG_StoryMath_Feb2012	CP100307	2	12	3	9999	9999	-7600810	1	60.005	128	96	112	32	24	26	16	14	12	10	8	2	64	16	8	8	0	4	2	{ANY}	Verdana	1	7	8	""	3000	STORY Stimuli\	STORY Stimuli\Math\	STORY Stimuli\Story\	7	3	15285	-999999	0	15282	16379	16380	-999999	23	16402	-999999	100	-1	16382	16803	16803	-999999	{SPACE}	16	16819	-999999	0	-1	16804	18330	18331	-999999	7	STORY	HCPv2.1	Math	?	""	left	right	0	""	71	11	2	7	5	2	2	16	408848	-999999	408841	25	MathProc	2	3	14	Math	30	6	?	2	4	TaskList																																						4	PresentMath		MathLoop			STORY	HCPv2.1	Story	20	""	left	left	1	""	100	12	3	2	2	1	2	left																																																																											16	87665	-16	0	87655	90649	90649	0	89911	0	2246	8	""	""	8	7	0	89911	5796	1	2	1	STORY Stimuli\Math\math-level12-4-Q.wav	STORY Stimuli\Math\math-level12-4-1.wav	766	77832	101	100	0	77822	77833	77834	1	867	7049	84115	-4188	0	4200	84102	84127	84127	1	2861	0	1	0	""	""				1
MEG_StoryMath_Feb2012	CP100307	2	12	3	9999	9999	-7600810	1	60.005	128	96	112	32	24	26	16	14	12	10	8	2	64	16	8	8	0	4	2	{ANY}	Verdana	1	7	8	""	3000	STORY Stimuli\	STORY Stimuli\Math\	STORY Stimuli\Story\	7	3	15285	-999999	0	15282	16379	16380	-999999	23	16402	-999999	100	-1	16382	16803	16803	-999999	{SPACE}	16	16819	-999999	0	-1	16804	18330	18331	-999999	7	STORY	HCPv2.1	Math	?	""	left	right	0	""	71	11	2	7	5	2	2	16	408848	-999999	408841	26	MathProc	2	4	14	Math	13	7	?	2	5	TaskList																																						5	PresentMath		MathLoop			STORY	HCPv2.1	Math	30	""	left	right	0	""	100	11	3	2	2	1	2	left																																																																											17	101048	-17	0	101037	104031	104031	0	103871	0	2823	7	""	""	7	7	1	103871	6440	1	4	2	STORY Stimuli\Math\math-level11-82-Q.wav	STORY Stimuli\Math\math-level11-82-1.wav	416	91065	101	100	0	91057	91066	91068	1	517	6782	97431	-4188	0	4200	97418	97443	97443	1	2594	0	1	0	""	""				1
MEG_StoryMath_Feb2012	CP100307	2	12	3	9999	9999	-7600810	1	60.005	128	96	112	32	24	26	16	14	12	10	8	2	64	16	8	8	0	4	2	{ANY}	Verdana	1	7	8	""	3000	STORY Stimuli\	STORY Stimuli\Math\	STORY Stimuli\Story\	7	3	15285	-999999	0	15282	16379	16380	-999999	23	16402	-999999	100	-1	16382	16803	16803	-999999	{SPACE}	16	16819	-999999	0	-1	16804	18330	18331	-999999	7	STORY	HCPv2.1	Math	?	""	left	right	0	""	71	11	2	7	5	2	2	16	408848	-999999	408841	26	MathProc	2	4	14	Math	13	7	?	2	5	TaskList																																						5	PresentMath		MathLoop			STORY	HCPv2.1	Math	13	""	left	left	1	""	100	11	3	2	2	2	2	right																																																																											17	114697	-17	0	114687	117680	117681	0	115062	0	365	8	""	""	8	8	1	115062	4015	1	5	3	STORY Stimuli\Math\math-level11-40-Q.wav	STORY Stimuli\Math\math-level11-40-2.wav	417	104448	100	100	0	104438	104448	104450	1	517	7016	111047	-4188	0	4200	111047	111059	111059	1	2828	115062	0	4015	8	""				2
MEG_StoryMath_Feb2012	CP100307	2	12	3	9999	9999	-7600810	1	60.005	128	96	112	32	24	26	16	14	12	10	8	2	64	16	8	8	0	4	2	{ANY}	Verdana	1	7	8	""	3000	STORY Stimuli\	STORY Stimuli\Math\	STORY Stimuli\Story\	7	3	15285	-999999	0	15282	16379	16380	-999999	23	16402	-999999	100	-1	16382	16803	16803	-999999	{SPACE}	16	16819	-999999	0	-1	16804	18330	18331	-999999	7	STORY	HCPv2.1	Math	?	""	left	right	0	""	71	11	2	7	5	2	2	16	408848	-999999	408841	27	MathProc	2	5	14	Math	9	5	?	2	6	TaskList																																						6	PresentMath		MathLoop			STORY	HCPv2.1	Math	13	""	right	right	1	""	100	12	3	2	2	0	2	left																																																																											17	127680	-17	0	127669	130663	130663	0	129358	0	1678	7	""	""	7	7	1	129358	5095	1	7	4	STORY Stimuli\Math\math-level12-142-Q.wav	STORY Stimuli\Math\math-level12-142-1.wav	417	118097	101	100	0	118089	118098	118100	1	518	6583	124263	-4188	0	4200	124263	124275	124275	1	2395	0	1	0	""	""				1
MEG_StoryMath_Feb2012	CP100307	2	12	3	9999	9999	-7600810	1	60.005	128	96	112	32	24	26	16	14	12	10	8	2	64	16	8	8	0	4	2	{ANY}	Verdana	1	7	8	""	3000	STORY Stimuli\	STORY Stimuli\Math\	STORY Stimuli\Story\	7	3	15285	-999999	0	15282	16379	16380	-999999	23	16402	-999999	100	-1	16382	16803	16803	-999999	{SPACE}	16	16819	-999999	0	-1	16804	18330	18331	-999999	7	STORY	HCPv2.1	Math	?	""	left	right	0	""	71	11	2	7	5	2	2	16	408848	-999999	408841	27	MathProc	2	5	14	Math	9	5	?	2	6	TaskList																																						6	PresentMath		MathLoop			STORY	HCPv2.1	Math	9	""	left	left	1	""	100	12	3	2	2	1	2	left																																																																											17	141079	-17	0	141069	144062	144062	0	141559	0	480	8	""	""	8	7	0	141559	3747	1	8	5	STORY Stimuli\Math\math-level12-28-Q.wav	STORY Stimuli\Math\math-level12-28-1.wav	433	131096	101	100	0	131073	131097	131099	1	534	7149	137812	-4186	0	4200	137805	137826	137826	1	2963	141559	0	3747	8	""				2
MEG_StoryMath_Feb2012	CP100307	2	12	3	9999	9999	-7600810	1	60.005	128	96	112	32	24	26	16	14	12	10	8	2	64	16	8	8	0	4	2	{ANY}	Verdana	1	7	8	""	3000	STORY Stimuli\	STORY Stimuli\Math\	STORY Stimuli\Story\	7	3	15285	-999999	0	15282	16379	16380	-999999	23	16402	-999999	100	-1	16382	16803	16803	-999999	{SPACE}	16	16819	-999999	0	-1	16804	18330	18331	-999999	7	STORY	HCPv2.1	Math	?	""	left	right	0	""	71	11	2	7	5	2	2	16	408848	-999999	408841	28	PresentChangePROC	2	?	?	?	?	?	STORY Stimuli\Story.wav	2	7	TaskList	STORY	HCPv2.1	Math	9	""	left	right	0	""	100	11	3	2	2	1	2	950	145012	-400	100	500	144998	145012	145012	550	17	144079	0	0	0	144068	144079	144081	17				7																																																																																																																																																					
MEG_StoryMath_Feb2012	CP100307	2	12	3	9999	9999	-7600810	1	60.005	128	96	112	32	24	26	16	14	12	10	8	2	64	16	8	8	0	4	2	{ANY}	Verdana	1	7	8	""	3000	STORY Stimuli\	STORY Stimuli\Math\	STORY Stimuli\Story\	7	3	15285	-999999	0	15282	16379	16380	-999999	23	16402	-999999	100	-1	16382	16803	16803	-999999	{SPACE}	16	16819	-999999	0	-1	16804	18330	18331	-999999	7	STORY	HCPv2.1	Math	?	""	left	right	0	""	71	11	2	7	5	2	2	16	408848	-999999	408841	29	StoryProc	2	6	14	Story	13	7	?	2	8	TaskList																																						8	StoryTrialPROC	1	StoryLoop	3	3	STORY	HCPv2.1	Math	9	""	left	right	0	""	100	11	3	2	2	1	2	left	dishonesty	luck	STORY Stimuli\Story\Story13.wav	STORY Stimuli\Story\dishonesty.wav	STORY Stimuli\Story\luck.wav	767	145329	100	100	0	145318	145329	145331	867	22849	167411	-400	100	500	167404	167411	167411	22449	22366	167428	101	100	0	167412	167429	167431	22467	23782	168844	-1488	0	1500	168830	168856	168856	22294	0	1	0	""	""	23366	169928	-574	0	585	169919	169939	169939	22792	0	1	0	""	""	23480	170627	-1487	0	1500	170623	170640	170640	21993	0	1	0	""	""	17	171161	-17	0	171151	174144	174144	0	173164	0	2003	8	""	""	8	7	0	173164	4320																																		1
